Gene	RNA Tissue Category	RNA TS TPM	BaseMean	log2FoldChange	lfcSE	stat	P_value	P_value_adjusted
DDX47	Expressed in all		469.3117164	-0.080643325	0.078864565	-1.022554624	0.306518473	0.999677189
TBC1D20	Expressed in all		117.73424	0.270919831	0.264968148	1.02246188	0.306562346	0.999677189
NREP	Expressed in all		534.5182258	-0.226607816	0.221726848	-1.022013429	0.306774545	0.999677189
FAM199X	Expressed in all		575.070189	0.131067482	0.128271966	1.021793661	0.30687857	0.999677189
CEP95	Expressed in all		169.0510277	-0.137968444	0.135035872	-1.021716989	0.306914868	0.999677189
ACAP3	Expressed in all		302.4284552	0.22297642	0.218245739	1.02167594	0.306934302	0.999677189
CYP2U1	Mixed		236.5261434	0.124837701	0.122193544	1.021639095	0.306951747	0.999677189
MEF2B	Group enriched	appendix: 17.6;lymph node: 45.7;tonsil: 27.2	14.55486714	-0.578166891	0.565993613	-1.021507803	0.307013914	0.999677189
GRK6	Expressed in all		179.9419385	0.120158145	0.117648438	1.021332254	0.30709705	0.999677189
MRPL58	Expressed in all		315.1872585	0.115193746	0.112880864	1.020489584	0.307496327	0.999677189
ING5	Expressed in all		242.8199178	-0.126853802	0.124311285	-1.020452826	0.307513751	0.999677189
RCAN3	Tissue enhanced	prostate: 54.8	47.69580894	0.186581037	0.182858341	1.020358363	0.307558533	0.999677189
ZNF169	Mixed		16.95169922	0.2496494	0.244740673	1.020056848	0.307701501	0.999677189
NLRP14	Tissue enhanced	testis: 1.6	6.591178825	-0.418168505	0.409953747	-1.020038255	0.307710318	0.999677189
DVL3	Expressed in all		522.2307052	0.110749545	0.108579556	1.019985243	0.30773546	0.999677189
STX2	Expressed in all		220.7618745	0.134534747	0.131910894	1.019891104	0.307780109	0.999677189
EFCAB14	Expressed in all		1555.365816	0.091727364	0.089948987	1.019770948	0.307837105	0.999677189
TIGIT	Tissue enhanced	lymph node: 44.3	32.70936348	0.293702832	0.288074354	1.019538282	0.307947489	0.999677189
GSTO2	Mixed		39.53910707	0.289707275	0.284166382	1.019498764	0.30796624	0.999677189
FRMD3	Tissue enhanced	heart muscle: 56.5	36.48853395	0.295181057	0.289584363	1.019326646	0.308047918	0.999677189
DGKI	Group enriched	cerebral cortex: 9.3;thyroid gland: 33.0	1.328279972	0.86286927	0.846612608	1.019202007	0.308107074	0.999677189
COLGALT1	Expressed in all		643.2438341	0.099313922	0.097448003	1.019147843	0.308132784	0.999677189
SRGN	Group enriched	appendix: 1121.8;bone marrow: 5139.0	1274.35293	0.269251052	0.264220293	1.019040018	0.308183968	0.999677189
HPGDS	Tissue enhanced	placenta: 28.1	15.65115017	-0.326162747	0.320106492	-1.018919502	0.308241184	0.999677189
SLC25A43	Mixed		26.53745139	0.526518321	0.516772922	1.018858184	0.308270298	0.999677189
WNT10B	Tissue enhanced	cerebral cortex: 11.6	2.849898149	-0.631640233	0.620178473	-1.018481389	0.308449241	0.999677189
ABO	Tissue enhanced	small intestine: 17.9	1.379810637	0.891537131	0.875429934	1.018399184	0.30848829	0.999677189
SLC39A8	Tissue enhanced	lung: 257.0	938.6656416	-0.14445764	0.141850551	-1.018379123	0.308497819	0.999677189
ECM1	Group enriched	epididymis: 581.9;esophagus: 989.7	723.9339658	-0.179963218	0.176716404	-1.018373022	0.308500718	0.999677189
CPSF4	Expressed in all		163.9730009	-0.124037058	0.121803533	-1.018337118	0.308517774	0.999677189
VPS29	Expressed in all		682.884981	-0.200595965	0.197012264	-1.018190243	0.308587555	0.999677189
TMEM65	Mixed		155.5335796	0.136134186	0.133740187	1.01790037	0.308725306	0.999677189
RNFT1	Tissue enriched	testis: 114.0	456.2767309	-0.15454512	0.151831772	-1.017870752	0.308739383	0.999677189
MTG1	Expressed in all		403.0126429	-0.182258556	0.179078304	-1.017759001	0.308792501	0.999677189
CBLN2	Group enriched	cerebral cortex: 30.2;seminal vesicle: 7.3	4.197613444	-0.53235153	0.523079454	-1.017725943	0.308808215	0.999677189
FAM169A	Tissue enhanced	cerebral cortex: 29.2;testis: 25.4	120.998546	0.21758904	0.213895691	1.017267058	0.309026403	0.999677189
JAG1	Expressed in all		410.865451	-0.244936425	0.240850218	-1.016965758	0.309169719	0.999677189
IPO13	Expressed in all		239.5919109	0.148064923	0.145604165	1.016900327	0.309200848	0.999677189
DBNL	Expressed in all		627.2159667	0.129922965	0.127787344	1.016712306	0.30929031	0.999677189
ERN1	Expressed in all		157.797714	0.20768225	0.204313608	1.016487601	0.309397249	0.999677189
DNAL4	Expressed in all		85.24103204	0.153799215	0.151321737	1.016372249	0.309452155	0.999677189
CYTIP	Tissue enhanced	lymph node: 101.8;tonsil: 102.0	78.99395721	0.251526403	0.247483859	1.016334573	0.30947009	0.999677189
ZBTB16	Mixed		173.78942	-0.354459093	0.348791327	-1.016249734	0.309510479	0.999677189
GGCT	Expressed in all		289.7897896	-0.109433293	0.107705486	-1.016041967	0.309609402	0.999677189
YBX3	Expressed in all		390.6231293	0.228905742	0.225316356	1.015930425	0.309662519	0.999677189
PITPNA	Expressed in all		692.8364183	0.100229671	0.098662925	1.015879783	0.309686637	0.999677189
GLB1L3	Tissue enhanced	prostate: 14.5;seminal vesicle: 7.0	2.737043787	0.718303066	0.707171827	1.015740501	0.309752976	0.999677189
ARIH2OS	Mixed		17.11872263	0.250087913	0.246242739	1.01561538	0.309812578	0.999677189
ZNF655	Expressed in all		568.4554835	-0.095280998	0.093841124	-1.015343744	0.309941999	0.999677189
GEMIN8	Expressed in all		86.79318787	0.144172578	0.142018955	1.015164331	0.3100275	0.999677189
DGKG	Tissue enhanced	cerebral cortex: 21.4	27.18495116	-0.244434008	0.240852802	-1.014868858	0.310168345	0.999677189
YJEFN3	Tissue enhanced	cerebral cortex: 15.6;testis: 5.6	16.74467739	-0.339674831	0.334731047	-1.014769422	0.310215753	0.999677189
TSPAN7	Tissue enriched	cerebral cortex: 574.4	519.5549856	-0.182348876	0.179724797	-1.014600536	0.310296284	0.999677189
NOB1	Expressed in all		266.1343959	0.104984464	0.103492864	1.014412595	0.310385917	0.999677189
PYGO1	Tissue enhanced	parathyroid gland: 29.9	25.90588619	0.312480272	0.308053537	1.014370017	0.310406225	0.999677189
RASA4	Expressed in all		220.4902639	0.244984837	0.241517287	1.014357355	0.310412265	0.999677189
SLC22A5	Mixed		158.0231871	0.141138081	0.139150619	1.01428281	0.310447824	0.999677189
ZNF630	Mixed		18.52269687	0.201049696	0.198234058	1.014203601	0.310485611	0.999677189
ATP8B3	Tissue enriched	testis: 28.7	15.49443282	0.279068865	0.275270935	1.013797063	0.310679597	0.999677189
KIAA2022	Tissue enhanced	cerebral cortex: 5.4;parathyroid gland: 5.3	2.094318217	-0.562112091	0.55457675	-1.013587553	0.310779599	0.999677189
TMEM260	Tissue enhanced	"cervix, uterine: 63.5"	281.9062038	-0.099852939	0.098536204	-1.013362952	0.310886828	0.999677189
KIAA2012	Tissue enriched	fallopian tube: 14.7	18.70839025	0.34162732	0.337170886	1.01321714	0.310956455	0.999677189
HAUS2	Expressed in all		225.0448371	0.105730838	0.104389799	1.012846465	0.311133503	0.999677189
IFIT1	Expressed in all		854.0789156	-0.268581772	0.265215631	-1.012692093	0.311207256	0.999677189
A1CF	Tissue enhanced	liver: 76.0;small intestine: 29.8	1240.883667	-0.220181767	0.217454071	-1.012543779	0.311278126	0.999677189
OSCP1	Expressed in all		21.67015264	0.26560816	0.26243168	1.012104024	0.311488319	0.999677189
KBTBD7	Mixed		431.9213429	-0.101304454	0.100122829	-1.011801758	0.311632849	0.999677189
AMMECR1L	Expressed in all		281.8657545	0.079592607	0.078700506	1.011335395	0.311855931	0.999677189
ARHGEF40	Expressed in all		926.6848117	-0.145998172	0.144385402	-1.011169896	0.311935121	0.999677189
ZNF638	Expressed in all		848.239685	-0.124768211	0.123405682	-1.011041061	0.311996778	0.999677189
NSF	Tissue enriched	cerebral cortex: 134.3	473.7024021	0.11470073	0.113451185	1.011013947	0.312009755	0.999677189
BICC1	Tissue enhanced	kidney: 32.0	280.4469848	0.315782705	0.312390111	1.01086012	0.312083384	0.999677189
CEP78	Tissue enhanced	testis: 30.7	400.242168	-0.095823773	0.094819822	-1.01058798	0.312213671	0.999677189
SDS	Tissue enriched	liver: 189.8	3261.736641	0.369643094	0.365797644	1.010512505	0.312249811	0.999677189
ZNF720	Expressed in all		154.0258064	0.119788543	0.118582351	1.010171768	0.312413003	0.999677189
HNRNPA0	Expressed in all		1276.575695	0.06313963	0.062511668	1.010045505	0.312473489	0.999677189
RHOA	Expressed in all		3366.679237	0.073181142	0.072453363	1.010044788	0.312473832	0.999677189
ZNF821	Tissue enhanced	testis: 33.2	32.7325976	0.171851298	0.170146695	1.010018433	0.312486459	0.999677189
PTCD1	Mixed		45.86044891	0.208315303	0.206347392	1.009536882	0.312717223	0.999677189
FAM106A	Tissue enhanced	testis: 7.3	4.375263351	-0.538612328	0.533545207	-1.009497078	0.312736302	0.999677189
ACKR1	Mixed		21.11007088	0.634288257	0.628359958	1.00943456	0.312766271	0.999677189
RRP9	Expressed in all		81.44532681	0.220129778	0.218107504	1.009271913	0.312844246	0.999677189
ACOT8	Expressed in all		206.3508856	0.145412374	0.14409039	1.009174686	0.312890864	0.999677189
RPS20	Expressed in all		7863.733401	0.177135768	0.175548495	1.009041792	0.312954592	0.999677189
KCNV1	Tissue enriched	cerebral cortex: 21.8	0.516170577	-0.973364368	0.964673721	-1.009008898	0.312970367	NA
PRPF6	Expressed in all		519.036728	-0.222656423	0.220713313	-1.008803777	0.313068749	0.999677189
C1orf123	Expressed in all		361.1431688	-0.094568838	0.093772267	-1.008494737	0.313217013	0.999677189
FABP4	Tissue enriched	adipose tissue: 3652.0	159.506436	0.352422117	0.349477445	1.008425928	0.313250031	0.999677189
GUCY1A3	Tissue enhanced	parathyroid gland: 136.7	353.8937394	0.182692646	0.181200859	1.008232781	0.313342724	0.999677189
PLEKHM1	Mixed		170.6035114	0.257529735	0.255438856	1.008185439	0.313365447	0.999677189
SULT1E1	Group enriched	duodenum: 27.7;liver: 18.7;skin: 7.6;small intestine: 29.7	485.1179207	-0.259705535	0.257602365	-1.008164407	0.313375542	0.999677189
GP1BA	Tissue enhanced	lymph node: 17.3	26.41219085	0.521853705	0.517757162	1.007912092	0.313496666	0.999677189
GRINA	Expressed in all		2164.686099	0.251399095	0.249437349	1.007864684	0.313519428	0.999677189
LRRC42	Expressed in all		214.5900207	0.103103452	0.102328108	1.007577042	0.313657555	0.999677189
CYP4A22	Group enriched	kidney: 33.5;liver: 109.1	6088.34365	-0.225050957	0.22335984	-1.007571266	0.313660329	0.999677189
NYAP2	Tissue enriched	cerebral cortex: 1.8	1.789084063	-0.649712115	0.644981247	-1.007334893	0.313773867	0.999677189
UNC13D	Mixed		122.9249888	0.221798513	0.220189294	1.007308342	0.313786622	0.999677189
COL24A1	Mixed		1.595077469	-0.83100427	0.824991504	-1.007288276	0.313796262	0.999677189
ELOVL3	Tissue enhanced	adipose tissue: 3.6;breast: 4.4;skin: 3.4	0.466188748	0.925220077	0.918756017	1.007035665	0.313917636	NA
TFF1	Tissue enriched	stomach: 6419.9	3.472496731	1.337751188	1.328932988	1.006635549	0.314109945	0.999677189
BFSP1	Mixed		4.094983191	-0.384151758	0.38176193	-1.006259995	0.314290519	0.999677189
C9orf153	Tissue enriched	testis: 53.7	0.646811242	-1.106387101	1.099526762	-1.006239355	0.314300445	NA
TTC27	Expressed in all		145.402559	0.120946985	0.120235265	1.00591939	0.314454348	0.999677189
DMWD	Expressed in all		131.6042661	0.167369182	0.166384524	1.005917964	0.314455034	0.999677189
KLKB1	Tissue enriched	liver: 155.0	3786.597358	-0.160721997	0.159787074	-1.005851055	0.314487224	0.999677189
DNAH1	Mixed		158.4103392	-0.191223467	0.190116622	-1.005821926	0.314501238	0.999677189
C1orf100	Tissue enriched	testis: 71.1	0.324930139	1.264420096	1.257130051	1.005798958	0.314512289	NA
FLT4	Mixed		298.1139316	-0.181122586	0.180087121	-1.005749797	0.314535942	0.999677189
RABL2A	Tissue enhanced	fallopian tube: 31.5	70.45311071	-0.168518899	0.167565369	-1.005690498	0.314564476	0.999677189
FCER2	Group enriched	appendix: 21.9;lymph node: 47.4;spleen: 52.6;tonsil: 38.0	5.402575648	-0.487755313	0.484998351	-1.005684477	0.314567373	0.999677189
TNFSF12-TNFSF13	Mixed		1.115999313	0.852044976	0.847231466	1.005681459	0.314568825	0.999677189
ZNF296	Mixed		5.126806918	0.440432475	0.437977344	1.005605613	0.314605323	0.999677189
SPHK1	Mixed		9.156782126	0.546639358	0.543705771	1.00539554	0.314706426	0.999677189
FAM134A	Expressed in all		936.791194	0.118586698	0.118009031	1.004895108	0.31494736	0.999677189
MAPKAPK2	Expressed in all		813.4969302	0.115707895	0.11516252	1.004735698	0.315024134	0.999677189
PPWD1	Expressed in all		210.7233289	-0.112607562	0.112091269	-1.004606006	0.315086604	0.999677189
PSMD9	Expressed in all		334.9021414	0.095499113	0.095068437	1.004530168	0.315123138	0.999677189
TUBA3D	Tissue enriched	testis: 250.3	1.16013437	-0.90819387	0.90428316	-1.004324652	0.315222155	0.999677189
THAP9	Mixed		63.21472534	-0.195956828	0.195132821	-1.004222805	0.315271232	0.999677189
SOAT2	Group enriched	duodenum: 12.1;small intestine: 22.0	27.70112194	-0.307311183	0.306030117	-1.004186078	0.315288931	0.999677189
KLHDC7B	Tissue enhanced	parathyroid gland: 12.7	11.01609728	0.446714685	0.444862396	1.004163733	0.3152997	0.999677189
FUT10	Mixed		51.12999344	0.2048935	0.204082122	1.003975743	0.315390306	0.999677189
PARVB	Expressed in all		138.7384704	0.178766507	0.178059505	1.003970599	0.315392785	0.999677189
TBP	Expressed in all		111.504508	-0.187602081	0.186877217	-1.003878822	0.315437025	0.999677189
ITPR2	Mixed		2413.874144	-0.16445895	0.163854366	-1.003689763	0.315528173	0.999677189
SRSF12	Group enriched	cerebral cortex: 6.9;testis: 20.9	11.24251543	-0.284877648	0.28385742	-1.003594158	0.315574272	0.999677189
HBA1	Group enriched	bone marrow: 17119.3;placenta: 3433.6	480.0867648	-0.40108567	0.399678984	-1.003519539	0.315610255	0.999677189
LINC01125	Tissue enhanced	testis: 11.7	13.74176295	-0.358855209	0.357616863	-1.003462772	0.31563763	0.999677189
TFF2	Group enriched	duodenum: 1027.1;stomach: 5110.7	25.51261824	0.610221105	0.608275928	1.003197854	0.315765408	0.999677189
EHMT1	Expressed in all		559.6269945	-0.094357418	0.094064216	-1.003117036	0.315804396	0.999677189
PPIA	Expressed in all		5288.456627	0.109447079	0.109107534	1.003112015	0.315806818	0.999677189
RSAD2	Mixed		134.3142036	-0.291302904	0.290421116	-1.003036238	0.315843377	0.999677189
LASP1	Expressed in all		2228.083517	0.093430972	0.093162756	1.002879007	0.315919243	0.999677189
TSR3	Expressed in all		332.5284217	0.186698132	0.186190934	1.002724073	0.315994012	0.999677189
SYT1	Tissue enriched	cerebral cortex: 476.5	37.17561709	-0.262521718	0.261813407	-1.002705402	0.316003023	0.999677189
C17orf53	Tissue enhanced	testis: 12.5	7.711454523	-0.339591262	0.33871169	-1.002596815	0.316055433	0.999677189
TAS2R46	Not detected		0.611562948	-1.06775967	1.065073624	-1.002521935	0.316091578	NA
NDUFA2	Expressed in all		917.5582496	-0.133296079	0.133007265	-1.002171417	0.31626081	0.999677189
GOLM1	Expressed in all		697.6449627	0.21239451	0.211940561	1.002141871	0.316275078	0.999677189
GNAL	Mixed		58.17599755	0.206148083	0.205772157	1.001826906	0.3164272	0.999677189
SYT10	Tissue enhanced	fallopian tube: 3.5	4.649676803	-0.555534318	0.554660661	-1.001575121	0.316548842	0.999677189
TMEM138	Expressed in all		229.9807944	0.116439181	0.116273564	1.001424368	0.316621688	0.999677189
LIMS1	Expressed in all		748.4951105	0.116148377	0.115992677	1.001342322	0.316661339	0.999677189
MAPK11	Mixed		39.12094507	0.212716502	0.212456805	1.001222353	0.316719322	0.999677189
ZNF14	Mixed		29.36356393	0.229469382	0.229196154	1.001192113	0.316733939	0.999677189
CELF1	Expressed in all		2713.051183	0.0899843	0.089877823	1.001184679	0.316737532	0.999677189
RBM4	Expressed in all		220.3254251	0.190877687	0.190741244	1.000715329	0.316964454	0.999677189
SDAD1	Expressed in all		427.9723631	0.091774638	0.091714578	1.000654856	0.3169937	0.999677189
TMPRSS3	Tissue enhanced	fallopian tube: 35.2	49.76277218	0.364748671	0.364532522	1.000592951	0.317023639	0.999677189
FBXO16	Tissue enhanced	epididymis: 22.4	24.46185044	0.231602098	0.231481945	1.000519062	0.317059378	0.999677189
FAM122A	Expressed in all		290.9223547	-0.116921524	0.116872994	-1.000415234	0.317109601	0.999677189
HIVEP2	Expressed in all		228.888993	0.134218299	0.13421004	1.000061538	0.317280728	0.999677189
CAMKMT	Expressed in all		45.77442922	-0.134539866	0.134533789	-1.000045173	0.317288647	0.999677189
MSMO1	Expressed in all		9831.015775	0.242070748	0.24211349	0.999823464	0.317395949	0.999677189
OSGEPL1	Mixed		145.5909281	-0.14252644	0.142566249	-0.999720773	0.317445656	0.999677189
FFAR2	Tissue enhanced	appendix: 25.5;bone marrow: 13.3	17.15136055	0.356974497	0.357133192	0.999555643	0.317525599	0.999677189
TTLL5	Tissue enriched	testis: 104.0	99.41310987	0.136852885	0.136918552	0.999520393	0.317542665	0.999677189
CEBPA	Expressed in all		1536.268128	0.403716578	0.404327116	0.99848999	0.318041816	0.999677189
TTC1	Expressed in all		484.8492427	-0.079333458	0.079467182	-0.998317241	0.31812555	0.999677189
CLPX	Expressed in all		1713.917926	-0.088359202	0.088520087	-0.99818251	0.318190866	0.999677189
FAM64A	Mixed		1.472261483	0.66327429	0.664508284	0.998142996	0.318210023	0.999677189
RPS2	Expressed in all		5301.682145	0.162432259	0.162779867	0.997864553	0.318345043	0.999677189
GRAMD1C	Mixed		800.1251573	-0.162447027	0.162799567	-0.997834518	0.318359609	0.999677189
RPS16	Expressed in all		5088.146643	0.157340383	0.157684276	0.997819105	0.318367084	0.999677189
CACNA1F	Mixed		1.526943008	-0.68826713	0.689798306	-0.997780256	0.318385926	0.999677189
TRIP13	Tissue enriched	testis: 53.5	9.08414699	0.29930595	0.299976276	0.997765405	0.318393129	0.999677189
OFD1	Expressed in all		219.2878526	-0.154517124	0.154863752	-0.997761724	0.318394915	0.999677189
MS4A10	Group enriched	duodenum: 74.2;small intestine: 95.8	3.120364285	0.805481488	0.807321203	0.997721211	0.318414565	0.999677189
DMTN	Expressed in all		316.3744982	0.258275062	0.258876397	0.997677137	0.318435943	0.999677189
SCRN1	Tissue enhanced	cerebral cortex: 172.0	150.7450468	0.218287946	0.218815875	0.997587335	0.318479505	0.999677189
IL1RAP	Tissue enhanced	liver: 113.0;placenta: 53.7	2505.538942	-0.227288578	0.22789844	-0.997323976	0.318607279	0.999677189
ZFP91	Expressed in all		1096.658648	0.097825973	0.098104	0.997165997	0.318683943	0.999677189
TPRKB	Expressed in all		213.8494101	-0.138732599	0.139133685	-0.997117261	0.318707595	0.999677189
MEGF11	Group enriched	cerebral cortex: 13.0;fallopian tube: 12.3	3.345163261	0.581097404	0.58284037	0.99700953	0.318759884	0.999677189
PROX1	Tissue enhanced	liver: 45.3	5457.235814	-0.114393501	0.114745842	-0.996929375	0.318798792	0.999677189
TAF1A	Mixed		20.16996094	-0.365030318	0.366160618	-0.996913103	0.318806691	0.999677189
AP5M1	Expressed in all		478.2619852	0.120074177	0.120520793	0.996294282	0.319107181	0.999677189
HHATL	Tissue enhanced	heart muscle: 333.1;skeletal muscle: 97.6	0.439699159	-1.196357983	1.20091322	-0.996206856	0.319149649	NA
MROH2A	Group enriched	testis: 3.2;thyroid gland: 2.7	95.6892409	0.396659195	0.398169588	0.99620666	0.319149744	0.999677189
TRIM41	Expressed in all		358.1304749	0.138734067	0.139271069	0.9961442	0.319180087	0.999677189
PARP12	Mixed		272.5123845	0.172693706	0.173372347	0.996085649	0.319208532	0.999677189
FBXO48	Mixed		46.85351053	0.17882739	0.179540298	0.996029261	0.319235928	0.999677189
PADI1	Tissue enriched	esophagus: 37.1	26.32113296	-0.993002917	0.996986465	-0.996004411	0.319248002	0.999677189
SAA2-SAA4	Tissue enhanced	"adipose tissue: 27.9;cervix, uterine: 22.6;liver: 15.0"	3437.816974	0.535473845	0.537648248	0.995955714	0.319271663	0.999677189
FADS6	Tissue enhanced	epididymis: 21.9	1.53494076	1.660463557	1.667280028	0.995911622	0.319293088	0.999677189
GPR15	Tissue enhanced	colon: 25.0;rectum: 46.8	1.024751692	0.772002825	0.775400309	0.995618413	0.319435585	0.999677189
