Gene	RNA Tissue Category	RNA TS TPM	BaseMean	log2FoldChange	lfcSE	stat	P value	P value adjusted
EPHX2	Expressed in all		3735.191932	0.693558934	0.147541442	4.700773735	2.59E-06	3.41E-05
RNF170	Expressed in all		633.2341102	0.259641707	0.07914912	3.280411809	0.001036557	0.005920836
TNFRSF8	Tissue enhanced	appendix: 4.1	3.701832143	-1.011088718	0.374376825	-2.700724643	0.006918859	0.028652665
AKAP1	Expressed in all		1734.890961	0.370206713	0.104732558	3.53478155	0.000408112	0.002678355
SCPEP1	Expressed in all		429.9377542	-0.379723415	0.135829604	-2.795586566	0.005180563	0.022692195
TBX2	Tissue enhanced	lung: 50.0	133.4010374	-0.686204734	0.193123282	-3.553195283	0.000380582	0.002524499
FAM117A	Expressed in all		234.2751365	0.54777961	0.121362275	4.513590484	6.37E-06	7.41E-05
NCAPH	Tissue enhanced	testis: 55.4	8.691870475	-1.506761086	0.265737317	-5.670114773	1.43E-08	3.30E-07
LRAT	Tissue enhanced	thyroid gland: 2.3	311.0163205	0.529931051	0.20908599	2.534512481	0.011260392	0.042625445
KIAA0922	Expressed in all		608.8127217	0.298627092	0.09631415	3.100552635	0.001931599	0.009967514
MND1	Tissue enhanced	testis: 28.8	5.762378021	-1.335693866	0.478364202	-2.792211167	0.005234918	0.022865909
TRIM6	Tissue enhanced	kidney: 22.5	20.08552927	-0.949045835	0.200756073	-4.727358023	2.27E-06	3.04E-05
ABCC11	Tissue enriched	breast: 64.4	89.70100677	0.630098872	0.237460876	2.653484994	0.007966531	0.03210992
PAPD5	Expressed in all		713.4245271	0.483300994	0.092710867	5.212991849	1.86E-07	3.28E-06
CEP89	Mixed		39.69413989	-0.457187152	0.136317614	-3.353837702	0.000796991	0.004737224
TSHZ3	Mixed		57.680047	-1.040425514	0.159365715	-6.528540443	6.64E-11	2.55E-09
ECHDC2	Tissue enhanced	liver: 47.8	4323.020603	1.080476464	0.15381348	7.024588897	2.15E-12	1.12E-10
PLBD1	Expressed in all		124.7804763	-0.437547606	0.117808649	-3.714053346	0.000203966	0.001481564
BCL2L14	Tissue enhanced	rectum: 16.9;testis: 24.1	9.92651403	-1.509620117	0.305830655	-4.936130804	7.97E-07	1.19E-05
ZNF549	Mixed		42.75307071	-0.557370733	0.138210591	-4.032764283	5.51E-05	0.000486308
PDZRN3	Mixed		40.59431083	-1.198026583	0.208117314	-5.756496471	8.59E-09	2.10E-07
TRMT1L	Mixed		520.2488232	0.270241149	0.088516634	3.052998488	0.002265671	0.01138452
DPPA4	Group enriched	bone marrow: 2.8;placenta: 3.0;testis: 7.7	27.59846913	2.051961385	0.343640514	5.971244077	2.35E-09	6.57E-08
B4GALT4	Expressed in all		251.0583811	-0.28562931	0.077701603	-3.675977079	0.000236941	0.001681348
KIF18A	Tissue enhanced	testis: 23.4	5.45951275	-1.048926685	0.320184629	-3.276005745	0.001052864	0.005994727
DESI2	Expressed in all		343.3316349	-0.406737495	0.104135237	-3.905858444	9.39E-05	0.000772386
CRY2	Expressed in all		760.8926483	0.677978205	0.116700734	5.809545317	6.26E-09	1.58E-07
PEX16	Expressed in all		358.4040746	0.687800398	0.190182145	3.616535069	0.000298573	0.00205031
DEPDC7	Tissue enhanced	liver: 37.6;testis: 50.7	716.1324661	0.399309103	0.119768259	3.334014432	0.000856022	0.005030444
CAT	Expressed in all		20069.2674	0.844605985	0.154597739	5.463249273	4.67E-08	9.54E-07
PILRB	Expressed in all		121.1437677	0.843860967	0.284180739	2.969451665	0.002983317	0.014342163
ADGRB2	Tissue enriched	cerebral cortex: 72.3	1.060552758	-2.699066098	0.743935558	-3.628091261	0.000285524	0.001973773
CCRL2	Mixed		27.73827766	-0.877058663	0.260617874	-3.365305118	0.000764591	0.004576493
CCR2	Tissue enhanced	appendix: 51.7	68.50138882	-0.72859305	0.199012979	-3.661032835	0.000251201	0.001769851
POLR3GL	Expressed in all		465.5941336	0.243011603	0.090387701	2.688547236	0.007176368	0.029562923
TNFSF10	Expressed in all		3018.324342	0.724454453	0.162786359	4.450338817	8.57E-06	9.65E-05
SLITRK3	Tissue enhanced	cerebral cortex: 17.3;endometrium: 12.3	74.98278112	2.913890396	0.443467868	6.570691157	5.01E-11	1.97E-09
TMEM156	Group enriched	appendix: 11.8;lymph node: 27.8;spleen: 15.2;tonsil: 24.3;urinary bladder: 5.7	41.90077717	-1.143409162	0.235667147	-4.851797018	1.22E-06	1.75E-05
LIAS	Mixed		211.1750418	0.22888196	0.084381441	2.712468034	0.006678422	0.027879585
CPXM2	Tissue enhanced	epididymis: 72.6;smooth muscle: 80.7	14.14142877	-2.733873505	0.739940091	-3.694722773	0.000220127	0.001580507
TMEM54	Mixed		55.50077803	-0.904070256	0.227110485	-3.980750851	6.87E-05	0.000590707
GTDC1	Expressed in all		142.1382636	-0.287920066	0.108112052	-2.663163462	0.00774098	0.031358212
CXCR4	Tissue enhanced	bone marrow: 771.6	196.6077347	-2.429896661	0.296998221	-8.181519238	2.80E-16	3.01E-14
RASL11A	Mixed		73.58962537	-0.371168319	0.13290968	-2.792635705	0.005228053	0.022855977
MTERF4	Expressed in all		347.2654939	0.407159914	0.080861948	5.035247426	4.77E-07	7.59E-06
MRPS2	Expressed in all		525.0073166	0.398885369	0.091052531	4.380826824	1.18E-05	0.000127738
FMOD	Mixed		35.31989301	-2.200768094	0.48996155	-4.491715919	7.07E-06	8.13E-05
LAX1	Tissue enhanced	tonsil: 15.3	18.77562848	-1.07495987	0.219913237	-4.888108982	1.02E-06	1.48E-05
CD244	Tissue enhanced	spleen: 23.5	54.9532263	0.850966845	0.200692288	4.240157173	2.23E-05	0.000220905
LY9	Tissue enhanced	lymph node: 34.5;spleen: 28.2;tonsil: 28.3	20.56095521	-1.098288696	0.326410499	-3.364746838	0.000766139	0.004582293
HS3ST2	Tissue enriched	cerebral cortex: 35.7	17.77769849	-3.705543748	0.385993217	-9.600022966	7.99E-22	2.37E-19
SERAC1	Expressed in all		111.7941964	-0.379260845	0.103403868	-3.667762665	0.000244682	0.001728397
ANXA11	Expressed in all		315.6377574	-0.424215583	0.168843841	-2.512472949	0.01198883	0.044821038
FAM213A	Expressed in all		2897.228711	0.783490635	0.13494611	5.805951978	6.40E-09	1.61E-07
NAA60	Expressed in all		732.1861462	0.319513161	0.125300944	2.549966107	0.010773339	0.041094197
ODF2L	Expressed in all		131.2164519	-0.521375441	0.154652301	-3.371275033	0.000748211	0.00450102
PTGFR	Tissue enhanced	endometrium: 30.5;smooth muscle: 25.7	62.82849622	-0.773224629	0.212848478	-3.63274681	0.00028042	0.001944429
PQLC1	Expressed in all		1830.250286	0.434909346	0.150798354	2.884045705	0.003926018	0.01802478
SEPT7	Expressed in all		1368.172285	-0.396455817	0.106691945	-3.715892672	0.000202488	0.001472698
EEPD1	Expressed in all		155.6447596	-0.592589178	0.16769704	-3.53368896	0.000409803	0.002685947
WIPF3	Tissue enhanced	ovary: 52.8;testis: 37.3	35.35047157	-1.62747014	0.239985726	-6.781528903	1.19E-11	5.40E-10
NXPH1	Group enriched	adrenal gland: 52.1;cerebral cortex: 47.2	0.839835644	2.55267134	0.74480463	3.427303264	0.000609608	0.003773929
HOXA7	Mixed		1.027365693	-1.910945617	0.651645578	-2.932492266	0.003362533	0.015858999
FKBP9	Expressed in all		554.1484341	-0.435601379	0.076034869	-5.728968666	1.01E-08	2.43E-07
ARL4A	Tissue enhanced	testis: 313.8	154.2344351	-0.407742187	0.132418614	-3.079190855	0.002075637	0.010605259
RAMP3	Tissue enhanced	lung: 120.2	259.1745396	0.534555921	0.186248635	2.870119942	0.004103161	0.018703137
TWIST1	Tissue enhanced	adipose tissue: 22.7;endometrium: 30.7	4.100303312	-0.958046925	0.38811594	-2.468455499	0.013569752	0.049561656
GLIPR2	Expressed in all		83.35802319	-0.745374397	0.166424712	-4.478748301	7.51E-06	8.56E-05
PHF24	Group enriched	cerebral cortex: 58.6;testis: 25.9	4.763422097	-2.221015138	0.334593552	-6.637949611	3.18E-11	1.30E-09
DNAI1	Group enriched	fallopian tube: 54.3;testis: 61.2	1.757117007	1.763034584	0.597934215	2.948542735	0.00319276	0.015196438
CNTFR	Tissue enhanced	adipose tissue: 62.6;cerebral cortex: 53.4	144.7059126	1.014128362	0.248195563	4.086005205	4.39E-05	0.000397838
KIAA1549	Mixed		7.550423556	-1.4860386	0.47267217	-3.143909657	0.001667069	0.008805081
CALD1	Tissue enhanced	seminal vesicle: 1289.8	6785.700145	-0.225816773	0.065539154	-3.4455247	0.000569952	0.003560304
AKR1D1	Tissue enriched	liver: 229.4	5173.734107	1.574126031	0.219953971	7.156615651	8.27E-13	4.69E-11
PLAU	Expressed in all		38.98890617	-3.29438388	0.525304302	-6.271381879	3.58E-10	1.20E-08
CHST3	Mixed		73.48383348	-1.295634278	0.178522978	-7.257521096	3.94E-13	2.38E-11
BICC1	Tissue enhanced	kidney: 32.0	280.4469848	-2.56334589	0.271639898	-9.436558876	3.85E-21	9.89E-19
EGR2	Tissue enhanced	thyroid gland: 234.3	86.22831011	-1.92246995	0.426516951	-4.507370558	6.56E-06	7.61E-05
P4HA1	Expressed in all		736.3731576	-1.637798021	0.23582567	-6.944952259	3.79E-12	1.90E-10
ZWINT	Mixed		32.975644	-0.711021164	0.232076763	-3.063732686	0.002185941	0.011064384
RBM19	Expressed in all		178.8786231	-0.228615588	0.089605064	-2.551369069	0.010730063	0.040960507
CIT	Mixed		31.8322906	-1.518984252	0.219757905	-6.912080158	4.78E-12	2.36E-10
ACADS	Expressed in all		3121.225928	0.79034509	0.18454803	4.282598347	1.85E-05	0.000187533
MED13L	Expressed in all		761.4818917	-0.234034623	0.091921989	-2.546013495	0.010896098	0.041473856
CDKN2C	Expressed in all		68.99652918	-0.604048799	0.141437713	-4.270776058	1.95E-05	0.000196157
RASSF8	Tissue enhanced	testis: 106.4	223.7071968	-0.810113616	0.145206404	-5.579048819	2.42E-08	5.29E-07
BHLHE41	Tissue enhanced	thyroid gland: 94.5	43.62668605	-2.436357362	0.26709745	-9.12160474	7.40E-20	1.41E-17
SSPN	Mixed		46.43013818	-2.116077151	0.272883822	-7.754498349	8.87E-15	7.41E-13
ITPR2	Mixed		2413.874144	0.52674571	0.143301417	3.675788556	0.000237116	0.00168211
NECAB1	Tissue enriched	cerebral cortex: 79.7	24.96602842	-1.142934872	0.257778658	-4.433783937	9.26E-06	0.000103129
WWP1	Expressed in all		2312.820744	0.310422837	0.11950985	2.59746655	0.009391427	0.036815872
ACOT9	Expressed in all		221.7112287	-0.422251528	0.107033963	-3.945023751	7.98E-05	0.000671035
ADGRE5	Expressed in all		320.6842809	-0.768332825	0.228955338	-3.355819666	0.000791301	0.004710155
EBPL	Expressed in all		1454.138116	0.731008113	0.119939998	6.094781791	1.10E-09	3.31E-08
ATP7B	Mixed		552.6894799	0.305171025	0.084328008	3.61885726	0.000295907	0.00203706
CENPK	Mixed		13.30379251	-0.767165505	0.279905654	-2.740800321	0.006128974	0.026008959
ITIH5	Mixed		10.41343085	-1.495635758	0.382668842	-3.908433599	9.29E-05	0.000765973
TSFM	Expressed in all		456.6410714	0.365332739	0.099364448	3.676694703	0.000236276	0.001677164
MMP19	Tissue enhanced	adipose tissue: 64.2;gallbladder: 97.3	42.64073888	-2.019248887	0.401104908	-5.034216354	4.80E-07	7.61E-06
SPATS2	Expressed in all		68.72809733	-0.770438754	0.22877319	-3.367696862	0.000757989	0.004547575
NR4A1	Expressed in all		263.4554786	-3.14282021	0.478171581	-6.572578404	4.95E-11	1.95E-09
NFE2	Tissue enriched	bone marrow: 68.6	4.800592985	1.376833042	0.33413238	4.120621423	3.78E-05	0.000350312
SMUG1	Expressed in all		283.9278528	0.419569579	0.100174453	4.18838901	2.81E-05	0.000269084
TUBA1B	Expressed in all		1827.88627	-0.487410399	0.15844781	-3.07615737	0.002096871	0.010698385
METTL21B	Expressed in all		139.3751298	0.272230277	0.105524618	2.579779799	0.009886333	0.038345356
SARDH	Tissue enhanced	epididymis: 59.3;liver: 43.0	2332.066146	0.523308688	0.15197579	3.443368758	0.000574515	0.003580724
ATPAF1	Expressed in all		1342.671982	0.236806622	0.084836665	2.791324043	0.005249289	0.022920637
IL13RA2	Tissue enriched	testis: 52.8	92.46443951	1.237669824	0.286623188	4.318107797	1.57E-05	0.000163651
COL10A1	Tissue enhanced	gallbladder: 14.5	33.15881959	-3.638438647	0.381480027	-9.537691064	1.46E-21	4.13E-19
RAB9B	Mixed		5.329653887	-0.958679611	0.276048847	-3.472862219	0.00051494	0.003260848
SLC36A1	Tissue enhanced	parathyroid gland: 65.4	88.67785025	-0.613550395	0.159850552	-3.838275114	0.000123902	0.00097976
RAP2C	Expressed in all		1452.830895	0.394514581	0.086525062	4.559541163	5.13E-06	6.15E-05
PFKFB2	Expressed in all		123.0041418	-0.403153667	0.138699891	-2.906661736	0.00365308	0.016972027
RAB38	Tissue enhanced	skin: 47.4	14.11257045	-1.451207697	0.247199497	-5.870593255	4.34E-09	1.14E-07
GPR83	Group enriched	adrenal gland: 1.0;cerebral cortex: 4.6;thyroid gland: 5.1	12.43447552	-1.104284339	0.306082221	-3.607802945	0.000308801	0.002111808
AGO2	Expressed in all		74.2680347	-0.476062032	0.168680685	-2.822267598	0.004768537	0.021189431
MXD4	Expressed in all		831.8539887	0.39350695	0.156667217	2.51173767	0.012013836	0.044890485
MOGAT1	Tissue enriched	gallbladder: 30.7	15.14823218	1.359708417	0.223013564	6.096976306	1.08E-09	3.27E-08
FAM124B	Tissue enhanced	parathyroid gland: 9.8;placenta: 12.5	40.21470236	1.13186352	0.247900526	4.565797175	4.98E-06	6.00E-05
SLPI	Tissue enriched	cervix, uterine: 41087.8	539.9936621	-0.572807508	0.158484172	-3.614288417	0.000301174	0.002065321
TTPAL	Mixed		1517.354913	1.267172841	0.166175545	7.625507365	2.43E-14	1.86E-12
ARHGAP40	Group enriched	breast: 38.1;epididymis: 43.7;esophagus: 12.6;seminal vesicle: 11.3;skin: 53.8	0.817694578	-3.213710927	0.877954043	-3.660454612	0.000251768	0.001771915
PIGT	Expressed in all		589.5977926	-0.442673209	0.166237637	-2.662894017	0.007747181	0.031378226
PLCG1	Expressed in all		267.9583873	-0.43544014	0.092211629	-4.722182506	2.33E-06	3.11E-05
ZNFX1	Expressed in all		385.8718964	-0.31708615	0.127689115	-2.483266888	0.013018351	0.047917464
ZNF831	Tissue enhanced	lymph node: 7.1	19.91457064	-0.916570429	0.26921286	-3.404630924	0.000662535	0.004055406
RAB22A	Expressed in all		599.3061083	-0.229499249	0.088650319	-2.588814704	0.00963069	0.037552752
PTGIS	Mixed		83.5874192	-1.816627867	0.250869132	-7.241336747	4.44E-13	2.63E-11
SNAI1	Tissue enhanced	gallbladder: 26.2	35.58846108	-1.803678491	0.222465874	-8.107663688	5.16E-16	5.29E-14
PMEPA1	Tissue enhanced	cervix, uterine: 146.1;prostate: 179.6	214.6977463	-1.888023753	0.24290037	-7.77283194	7.68E-15	6.48E-13
BCAS4	Tissue enhanced	lymph node: 25.3	9.516335422	-0.785402518	0.29089504	-2.699951566	0.006934957	0.02869546
KCNK15	Tissue enhanced	fallopian tube: 8.0	3.485357737	-1.189824491	0.47528182	-2.503408381	0.012300352	0.045775552
IL9R	Tissue enhanced	urinary bladder: 8.4	0.847159931	-1.922488994	0.699325073	-2.749063446	0.005976582	0.025501379
XG	Tissue enhanced	skin: 41.1	24.38424422	0.898822838	0.323356474	2.779665506	0.005441492	0.023613088
MCEE	Expressed in all		408.8122265	0.449212706	0.08933166	5.028594614	4.94E-07	7.81E-06
PAIP2B	Mixed		922.5540443	0.492943913	0.123272945	3.998800478	6.37E-05	0.000551809
USP22	Expressed in all		1902.466439	-0.21373889	0.071981139	-2.969373554	0.002984076	0.01434304
POF1B	Tissue enhanced	skin: 144.4	27.37678582	-2.993342671	0.716024255	-4.18050457	2.91E-05	0.000276987
ZNF576	Expressed in all		119.7567191	0.306940401	0.088678097	3.461287636	0.000537598	0.003384529
F13A1	Expressed in all		137.9192203	-2.681317033	0.291008529	-9.213877816	3.15E-20	6.42E-18
TRERF1	Mixed		57.38783867	-0.821070731	0.159467208	-5.148837452	2.62E-07	4.47E-06
BTN2A2	Mixed		89.55412136	-0.510174601	0.121208979	-4.209049562	2.56E-05	0.000247816
SIRT5	Expressed in all		500.2297014	0.311183261	0.095731773	3.250574508	0.001151721	0.006435418
SLC17A3	Tissue enriched	kidney: 168.7	294.6177967	-0.488209271	0.191120643	-2.554455982	0.010635388	0.040686446
SLC17A1	Tissue enriched	kidney: 174.5	276.7854954	-0.734592966	0.201624523	-3.64337113	0.00026909	0.001877899
NQO2	Expressed in all		711.3742568	0.544679552	0.145933695	3.732376888	0.000189681	0.001395725
OARD1	Expressed in all		511.4955771	0.277618596	0.105090182	2.641717732	0.008248677	0.033086419
UNC5CL	Tissue enhanced	duodenum: 37.3;small intestine: 32.4;stomach: 23.8	311.0333559	0.619388038	0.166105148	3.728891291	0.000192324	0.001412249
ZNF391	Mixed		12.7233807	-0.788823445	0.24872752	-3.171436135	0.001516872	0.008127314
KLHDC3	Expressed in all		864.3859251	0.410192412	0.110389438	3.715866465	0.000202509	0.001472698
GNMT	Group enriched	liver: 155.0;pancreas: 55.8;prostate: 32.7	1650.3607	1.345876649	0.252929242	5.321158751	1.03E-07	1.92E-06
CDKN1A	Expressed in all		883.1908031	-1.615159979	0.22558358	-7.15991819	8.07E-13	4.59E-11
SOX4	Expressed in all		438.468608	-1.784380146	0.206084391	-8.658492455	4.78E-18	6.57E-16
GLO1	Expressed in all		2185.043675	0.512536267	0.102771015	4.987167516	6.13E-07	9.46E-06
CPNE5	Tissue enhanced	cerebral cortex: 119.0	17.47766916	-1.478988118	0.271388161	-5.449714947	5.05E-08	1.02E-06
KCNK17	Tissue enhanced	lung: 5.6	30.64917136	0.676277253	0.228894648	2.954535015	0.003131406	0.01495302
RREB1	Expressed in all		1030.144483	0.330460804	0.071870481	4.598004647	4.27E-06	5.28E-05
RUNX2	Mixed		36.1963144	-1.260260326	0.217209474	-5.80205045	6.55E-09	1.64E-07
CXCL6	Tissue enhanced	gallbladder: 50.3;spleen: 112.9	395.0601278	-3.791955463	0.376045619	-10.08376451	6.52E-24	2.90E-21
EREG	Tissue enriched	bone marrow: 82.3	34.4686794	-2.138794502	0.385087738	-5.554044675	2.79E-08	6.04E-07
MYRF	Tissue enhanced	cerebral cortex: 67.4;stomach: 62.1	359.9299059	-1.050861712	0.17225774	-6.100519552	1.06E-09	3.21E-08
AHNAK	Expressed in all		4617.896775	-0.634557184	0.115481023	-5.494904437	3.91E-08	8.16E-07
EMC3	Expressed in all		762.2520501	-0.190394188	0.069104425	-2.755166374	0.00586623	0.025099357
SSUH2	Tissue enhanced	duodenum: 4.2;small intestine: 3.9;testis: 4.0	9.979079362	-1.444852403	0.407743029	-3.543536734	0.000394798	0.002605439
MT1G	Tissue enhanced	kidney: 2350.1;thyroid gland: 4892.2	18821.83089	2.297288916	0.35403224	6.48892574	8.65E-11	3.24E-09
MT2A	Expressed in all		19347.27656	1.245589517	0.254571935	4.892878389	9.94E-07	1.45E-05
C16orf70	Expressed in all		772.0309572	0.174791124	0.070428722	2.481815939	0.013071478	0.048049068
TMTC4	Expressed in all		381.8639797	0.466114018	0.089507807	5.20752361	1.91E-07	3.37E-06
RAP2A	Expressed in all		547.6839559	-0.319680918	0.127593144	-2.505470971	0.012228844	0.045543478
ABCC4	Tissue enhanced	prostate: 70.4	73.51393985	-1.773420851	0.549975781	-3.224543538	0.001261737	0.006947606
TMEM255A	Tissue enhanced	ovary: 23.5	14.99456736	-1.022427629	0.333251029	-3.068040426	0.002154675	0.010941721
ATP5S	Mixed		252.5165981	0.248577391	0.079356692	3.132406162	0.001733798	0.009090026
BMP4	Mixed		90.05118607	-0.595294823	0.126367545	-4.710820503	2.47E-06	3.27E-05
SOX9	Mixed		293.9156777	-2.078399421	0.237496015	-8.751302285	2.11E-18	3.20E-16
TEKT3	Tissue enriched	testis: 46.1	1.094167049	-2.002831288	0.540449725	-3.705860497	0.000210674	0.001521414
HS3ST3B1	Tissue enhanced	liver: 14.7	1246.798967	0.44110036	0.125061113	3.527078465	0.000420172	0.002745956
SLC2A4RG	Expressed in all		1889.898349	0.68885019	0.179467847	3.838293058	0.000123893	0.00097976
IL1B	Tissue enhanced	appendix: 68.0;bone marrow: 106.4	44.63810734	-1.134362409	0.303585962	-3.736544339	0.000186567	0.00137851
PLGLB2	Tissue enriched	liver: 245.3	6003.589588	0.6486715	0.164454645	3.944379311	8.00E-05	0.000671934
PSD4	Mixed		1093.413776	0.373864519	0.10859178	3.442843639	0.000575632	0.003585888
SLC25A23	Mixed		885.7738279	0.436874513	0.122853628	3.556057079	0.000376462	0.002501676
SH2D3A	Mixed		26.10774793	-0.861236212	0.253086911	-3.402926718	0.000666682	0.004076567
FOSB	Mixed		222.0173378	-3.058011522	0.7042201	-4.342408749	1.41E-05	0.000148587
RTN2	Tissue enriched	skeletal muscle: 175.3	38.39738686	-0.554072668	0.175074593	-3.164780557	0.001552	0.008280452
EML2	Expressed in all		116.0248379	-0.574413211	0.120899923	-4.751146214	2.02E-06	2.73E-05
GPCPD1	Expressed in all		260.3346499	-0.57151239	0.16780735	-3.405764944	0.00065979	0.004043363
SDCBP2	Tissue enhanced	duodenum: 135.1;small intestine: 143.9	118.5751899	-1.758633035	0.17872487	-9.839889855	7.58E-23	2.82E-20
TGM3	Tissue enriched	esophagus: 1513.9	3.331835243	-1.757959353	0.669523428	-2.625687583	0.008647415	0.034397586
FOXA2	Tissue enhanced	cervix, uterine: 21.4;lung: 20.5;stomach: 31.0	524.9392871	0.85138881	0.160452302	5.306180091	1.12E-07	2.06E-06
CD93	Expressed in all		661.4537897	-0.802946625	0.153098218	-5.244650372	1.57E-07	2.80E-06
DTD1	Expressed in all		106.2058765	-0.414341992	0.141642788	-2.925260064	0.003441685	0.016155734
TMX4	Expressed in all		1558.638836	-0.353075728	0.093451201	-3.778182862	0.000157977	0.001201503
NRSN2	Tissue enhanced	cerebral cortex: 126.1	45.69825154	-1.459103214	0.180847192	-8.068155206	7.14E-16	7.13E-14
BMP2	Mixed		172.0487604	-0.67762221	0.147527763	-4.593184322	4.37E-06	5.36E-05
ZNF133	Expressed in all		77.81440065	0.368881729	0.127484359	2.893544995	0.003809197	0.017562946
OVOL2	Tissue enhanced	stomach: 8.0	4.539544468	-1.207970011	0.438009815	-2.757860599	0.0058181	0.024931997
PCSK2	Tissue enhanced	adrenal gland: 37.5;cerebral cortex: 31.7	12.10019498	1.816767173	0.388057759	4.681692689	2.85E-06	3.71E-05
BFSP1	Mixed		4.094983191	-0.841914887	0.299219874	-2.81369976	0.004897495	0.021654234
LAMP5	Tissue enhanced	cerebral cortex: 44.9;ovary: 24.6	5.747517403	-2.186327584	0.413700988	-5.284801452	1.26E-07	2.29E-06
