Gene	RNA Tissue Category	RNA TS TPM	BaseMean	log2FoldChange	lfcSE	stat	P_value	P value adjusted
CPA4	Tissue enriched	skin: 67.8	4.528314339	-0.586477463	0.405295063	-1.447038263	0.147886207	0.304191671
DOCK4	Tissue enhanced	cerebral cortex: 31.9	364.8388209	0.228010407	0.165422474	1.378352059	0.168094617	0.333283896
POT1	Mixed		196.3747752	0.194193083	0.121028019	1.604529961	0.108597286	0.244356163
TAS2R16	Not detected		0	NA	NA	NA	NA	NA
ATP6V1F	Expressed in all		293.716437	-0.101604319	0.125488087	-0.809673027	0.418128124	0.611076346
LSM8	Expressed in all		210.9260163	-0.04581857	0.101268027	-0.452448535	0.650945889	0.796677389
CDHR3	Tissue enriched	fallopian tube: 147.1	43.13580551	0.751004162	0.16867745	4.452309192	8.50E-06	9.57E-05
PRKRIP1	Expressed in all		131.8707503	0.174532519	0.150160997	1.162302614	0.245112565	0.431451498
VGF	Tissue enriched	cerebral cortex: 46.1	0.009924154	0.315246362	3.92884572	0.080238926	0.936047231	NA
PODXL	Mixed		20.74233899	-0.774860689	0.761933214	-1.016966677	0.309169282	0.502984291
FOXP2	Mixed		161.4756325	0.568353309	0.145830399	3.897358268	9.72E-05	0.000796836
STRIP2	Tissue enhanced	cerebral cortex: 13.9;testis: 23.5	52.29318643	1.088756971	0.406928472	2.675548763	0.007460702	0.03048576
IFT22	Expressed in all		92.41292933	-0.557320936	0.089811346	-6.20546247	5.45E-10	1.75E-08
MKLN1	Expressed in all		1368.230516	0.144204377	0.084079911	1.715087185	0.086329243	0.207712532
DNAJB9	Expressed in all		2586.17955	0.136100386	0.149554591	0.910038172	0.362802379	0.557759364
FLNC	Tissue enhanced	skeletal muscle: 384.7	28.98185587	-1.171267107	0.322537547	-3.631413209	0.000281873	0.001952874
LRRC4	Tissue enhanced	cerebral cortex: 52.8	77.1621839	0.483385058	0.170882199	2.82876192	0.004672845	0.020864775
CALU	Expressed in all		689.5912505	-0.386488719	0.196954196	-1.962327927	0.049724318	0.137516612
CCDC136	Tissue enriched	testis: 308.5	3.469662727	-1.40730685	0.382329892	-3.680870574	0.000232439	0.001653172
SMO	Mixed		712.3878482	1.202991435	0.16984733	7.082780952	1.41E-12	7.55E-11
IRF5	Mixed		64.96133254	0.53975907	0.22054103	2.447431525	0.014387846	0.05192934
LRRC17	Tissue enhanced	ovary: 99.1	41.6163751	-0.479833105	0.20464263	-2.344736794	0.019040516	0.065061847
KLHDC10	Expressed in all		661.6056196	0.352218674	0.168469749	2.090693892	0.036555513	0.108485501
NDUFA5	Expressed in all		1443.131143	0.149492135	0.102689585	1.455767253	0.145456971	0.30093587
FEZF1	Tissue enriched	testis: 7.0	0.015799799	0.41142464	3.92884572	0.104718961	0.916598816	NA
OPN1SW	Mixed		5.312592143	0.407794494	0.290077434	1.405812538	0.159779798	0.321509863
MRPS12	Expressed in all		266.3511368	0.150192404	0.14142344	1.062005023	0.288233405	0.480354287
MYO1B	Mixed		3650.938567	0.120470873	0.196045722	0.614503965	0.538882354	0.713835591
HOXD1	Tissue enhanced	epididymis: 8.7;fallopian tube: 7.3	0.180007375	-1.884622126	3.643205138	-0.517297834	0.604948266	NA
HOXD3	Tissue enriched	epididymis: 46.7	1.165643785	-2.751790247	0.962598127	-2.858711407	0.004253656	0.019273071
MTX2	Expressed in all		257.6638925	-0.075081515	0.099280827	-0.756253924	0.449496968	0.63924406
PDE11A	Tissue enhanced	parathyroid gland: 10.5;prostate: 8.8	50.37007849	0.413728771	0.259594178	1.593752117	0.110991566	0.248418724
CHN1	Group enriched	cerebral cortex: 639.0;parathyroid gland: 133.3	21.46124429	-0.852490718	0.197111792	-4.324909778	1.53E-05	0.000159334
GAD1	Tissue enriched	cerebral cortex: 75.3	1.121542259	-1.041455731	0.498931471	-2.087372299	0.036854494	0.109255403
OSGEPL1	Mixed		145.5909281	0.257255965	0.123789751	2.078168527	0.03769384	0.111240398
ORMDL1	Expressed in all		477.898459	-0.073587135	0.096514379	-0.762447372	0.445793042	0.635768277
HAT1	Expressed in all		369.4043911	-0.10579118	0.081268911	-1.301742318	0.193004488	0.367763374
HOXD9	Tissue enhanced	endometrium: 45.4	1.902277804	-4.238576921	0.578513759	-7.326665704	2.36E-13	1.51E-11
HOXD10	Tissue enhanced	endometrium: 48.3;smooth muscle: 25.2	0.253424698	-2.082751869	1.349660905	-1.543166777	0.122790316	NA
HOXD11	Tissue enhanced	endometrium: 4.2	0.163200246	0.155522108	1.654959379	0.093973368	0.925130312	NA
HOXD13	Group enriched	"cervix, uterine: 7.9;colon: 4.9;prostate: 16.9;rectum: 9.5;seminal vesicle: 24.5"	0.037192149	0.262074055	3.928753464	0.066706669	0.946815225	NA
HERC2	Mixed		607.1156069	0.101029551	0.087707681	1.151889436	0.24936651	0.436401972
SNRPN	Expressed in all		28.5023497	-1.207949945	0.355229733	-3.400475331	0.000672688	0.004106234
PSMG2	Expressed in all		107.3511593	0.030542044	0.112486314	0.271517864	0.785992762	0.883593609
TWSG1	Expressed in all		400.6335841	-0.403749601	0.145771257	-2.769747685	0.005609973	0.024173284
ARHGAP22	Mixed		17.58581258	-0.67167853	0.250384721	-2.682585932	0.007305538	0.029974742
WDFY4	Tissue enhanced	lymph node: 33.0;spleen: 23.8	41.88997145	-0.764508536	0.281523279	-2.715613926	0.006615301	0.027688581
EIF2AK4	Expressed in all		802.696429	-0.370804555	0.132241299	-2.803999631	0.005047296	0.022217922
MYO5C	Mixed		180.9782113	-0.427823906	0.113200324	-3.779352299	0.000157237	0.001197338
CGNL1	Mixed		1966.290645	0.161475723	0.104660598	1.54285113	0.1228669	0.267587555
TMOD2	Tissue enriched	cerebral cortex: 111.0	114.074799	-0.950987689	0.155325781	-6.12253603	9.21E-10	2.82E-08
TTBK2	Tissue enhanced	testis: 61.5	206.0037299	-0.181002086	0.108445116	-1.669066268	0.095104247	0.222263823
ELL3	Tissue enhanced	testis: 9.9	7.307745161	-0.51684174	0.28144472	-1.836388122	0.066300275	0.170920955
C15orf57	Expressed in all		145.1984236	-0.196099375	0.085268315	-2.299791854	0.021460015	0.07148781
INO80	Expressed in all		311.5501071	-0.097155662	0.069581106	-1.396293734	0.16262606	0.325395909
ICE2	Expressed in all		379.997389	-0.001414874	0.112947669	-0.012526807	0.990005316	0.995189255
DLL4	Tissue enhanced	placenta: 28.6	90.37578007	-0.018412706	0.186089088	-0.098945653	0.921181421	0.962387156
ALDH1A2	Tissue enhanced	endometrium: 118.1;fallopian tube: 108.9	57.95489262	0.266762557	0.175508985	1.51993676	0.128526871	0.276407723
MINDY2	Mixed		509.5730492	-0.317132477	0.11036068	-2.873600244	0.004058223	0.018529225
IVD	Expressed in all		3246.522803	0.275053108	0.123512716	2.226921385	0.025952528	0.082846408
KNSTRN	Tissue enhanced	testis: 113.9	76.20724441	-0.247674741	0.165702423	-1.494695951	0.134993811	0.285869923
DUT	Expressed in all		381.4005169	0.066963557	0.109197819	0.613231635	0.53972319	0.714303226
CHAC1	Tissue enhanced	esophagus: 25.5	15.63799585	-0.619312934	0.331431768	-1.868598591	0.061678682	0.162300997
CLN6	Expressed in all		230.0166537	0.054563265	0.139149101	0.392120858	0.694968916	0.825704448
ARPP19	Expressed in all		1485.287022	-0.136374031	0.101506537	-1.343499992	0.179110129	0.348654084
VPS13C	Expressed in all		923.5484488	-0.282737045	0.114072222	-2.478579278	0.013190679	0.048394338
CALML4	Tissue enhanced	duodenum: 79.8;small intestine: 74.4	257.9675779	0.100424303	0.10363742	0.968996553	0.332546909	0.527872096
ISLR	Mixed		145.3663375	-1.859573624	0.198412674	-9.372252241	7.10E-21	1.65E-18
THAP10	Mixed		47.34405976	-0.181272593	0.181731832	-0.997472988	0.318534979	0.512957124
LOXL1	Mixed		33.48674556	-3.254142506	0.296071529	-10.99106867	4.22E-28	3.39E-25
ACKR4	Mixed		18.19398142	1.462846397	0.276305765	5.29430285	1.19E-07	2.19E-06
ANAPC13	Expressed in all		719.0028602	0.088752507	0.090521646	0.980456183	0.326860989	0.521573756
MBD4	Expressed in all		520.9112842	-0.366967554	0.075265952	-4.875611653	1.08E-06	1.57E-05
COPB1	Expressed in all		1795.08241	-0.135132917	0.112382499	-1.202437367	0.229194119	0.41306888
PSMA1	Expressed in all		387.7355972	0.396976526	0.214776659	1.848322472	0.064555707	0.167778785
SUMF2	Expressed in all		1260.91359	-0.14553772	0.071021097	-2.049218127	0.04044079	0.11743964
PALLD	Mixed		575.8097003	-1.243801901	0.175712102	-7.078635366	1.46E-12	7.74E-11
SPCS3	Expressed in all		2661.284721	-0.047125115	0.125673354	-0.374980956	0.70767463	0.833545214
BBOX1	Tissue enriched	kidney: 473.0	1009.697098	1.852070441	0.225534429	8.211918915	2.18E-16	2.40E-14
MYOD1	Tissue enriched	skeletal muscle: 9.0	0	NA	NA	NA	NA	NA
SERGEF	Expressed in all		123.9619767	0.199868031	0.099217073	2.014451993	0.0439621	0.125240165
KCNC1	Tissue enriched	cerebral cortex: 18.6	0.333035454	-0.134379101	0.959165453	-0.140100022	0.888580963	NA
TPH1	Group enriched	colon: 8.8;duodenum: 10.2;rectum: 21.0;small intestine: 12.6;stomach: 15.5	46.66411369	1.448481904	0.41424495	3.49667969	0.000471087	0.003019251
CSRP3	Group enriched	heart muscle: 1501.4;skeletal muscle: 467.9	0.16958153	0.652561576	3.624107274	0.18006133	0.857104421	NA
E2F8	Mixed		0.484890823	-1.49404322	1.350070136	-1.106641189	0.268449092	0.457858504
DCTD	Expressed in all		903.9315437	0.000703106	0.072230171	0.009734249	0.992233316	0.996227292
SOX15	Tissue enhanced	skin: 40.5	6.014967537	0.190105702	0.291360657	0.652475538	0.514094448	0.693946176
FAM64A	Mixed		1.472261483	-0.099693622	0.542165132	-0.183880549	0.854107164	0.923681016
RPAIN	Expressed in all		257.6345548	0.333096011	0.080116461	4.157647616	3.22E-05	0.000303249
USP6	Group enriched	ovary: 3.5;skeletal muscle: 7.5;testis: 17.1	9.016347994	0.457431529	0.561783089	0.814249376	0.415502105	0.608990455
SHBG	Tissue enhanced	liver: 33.0;testis: 13.7	434.0575992	-0.650995382	0.27614609	-2.357431106	0.01840187	0.063305381
PLD2	Expressed in all		161.6144246	-0.309015083	0.10325331	-2.992786199	0.002764433	0.013453576
AIPL1	Not detected		4.263121562	0.353572526	0.341695893	1.034757905	0.300781986	0.493564007
CD68	Expressed in all		1495.429761	0.05092895	0.162906496	0.312626882	0.754564153	0.86396051
TXNDC17	Expressed in all		621.3716536	-0.049958551	0.101821848	-0.490646673	0.623676369	0.776841424
ATP1B2	Tissue enriched	cerebral cortex: 339.2	83.69705797	-0.717677113	0.16593407	-4.325073877	1.52E-05	0.000159283
FXR2	Expressed in all		364.7360384	0.204946762	0.104283841	1.965278218	0.049382045	0.136867134
KIF1C	Expressed in all		2157.592256	0.295418288	0.134704347	2.193086518	0.028301146	0.088828702
MPDU1	Expressed in all		1029.679528	0.277809716	0.135207288	2.054694835	0.039908489	0.116151294
PHF20L1	Expressed in all		630.1685363	-0.039167402	0.083764717	-0.467588302	0.640079032	0.788708412
LRRC6	Tissue enhanced	fallopian tube: 31.3;testis: 46.9	14.06164456	-0.953793228	0.239394855	-3.984184316	6.77E-05	0.000583846
CCNT1	Expressed in all		388.670995	-0.125413642	0.102261684	-1.226399153	0.220048505	0.401567659
PUS7L	Mixed		105.2597078	-0.230422402	0.149287413	-1.543481779	0.122713925	0.267347955
KRI1	Expressed in all		193.3749434	0.223295307	0.151884031	1.47016974	0.141515788	0.295507058
ILF3	Expressed in all		651.0969829	-0.107708885	0.104519852	-1.030511261	0.302770069	0.495389465
SLC44A2	Expressed in all		550.9414166	-0.10575869	0.13546906	-0.780685194	0.434987671	0.626013071
AP1M2	Mixed		25.814259	-2.186995804	0.36165598	-6.047171696	1.47E-09	4.30E-08
CDKN2D	Tissue enhanced	bone marrow: 181.1	32.03840842	-0.046836818	0.177844292	-0.263358568	0.792274222	0.887302929
MTUS1	Mixed		855.6331481	-0.171964937	0.211895343	-0.811555999	0.417046448	0.610141275
KLK14	Tissue enriched	skin: 10.4	0.069527103	0.454443017	3.748617518	0.121229497	0.903509261	NA
SIGLEC9	Tissue enhanced	appendix: 24.7;spleen: 23.5	60.79144184	0.519384739	0.169267284	3.068429562	0.002151871	0.010934173
KLK10	Tissue enhanced	esophagus: 138.2;skin: 52.7	4.285775955	-0.365345695	0.499336238	-0.731662689	0.464374475	0.653236539
KLK8	Group enriched	esophagus: 77.9;fallopian tube: 20.9;skin: 96.8	0.019019524	0.014200301	3.928629877	0.003614568	0.997115998	NA
NGDN	Expressed in all		201.1296203	0.2076862	0.103393378	2.008699256	0.044569038	0.126650349
RIPK3	Mixed		24.26130465	-0.823635735	0.200364543	-4.11068607	3.94E-05	0.000363297
ADCY4	Tissue enhanced	placenta: 21.1	72.34352278	-0.316625198	0.185036848	-1.711146733	0.087054029	0.208931348
RAB2B	Expressed in all		143.1581214	-0.013216254	0.120621493	-0.109567983	0.912752004	0.957995559
BCL2L2	Expressed in all		464.1340921	0.182305542	0.055961149	3.257716234	0.001123127	0.006323906
AJUBA	Tissue enhanced	skin: 73.7	951.3292513	-0.342848026	0.171193366	-2.002694578	0.045210081	0.128095457
DTD2	Mixed		277.5708184	0.206121524	0.092683255	2.223934885	0.026152826	0.083304195
PARP2	Expressed in all		152.7043526	0.150063185	0.087765477	1.709820183	0.08729913	0.209398462
HEATR5A	Expressed in all		168.1733825	-0.968396184	0.354629293	-2.730728123	0.006319458	0.026653722
FOXA1	Tissue enhanced	prostate: 146.0	835.5884247	0.592874433	0.10368561	5.718001078	1.08E-08	2.57E-07
SNX6	Expressed in all		698.1411632	-0.08620574	0.134223752	-0.642253983	0.520708287	0.699325136
EAPP	Expressed in all		482.9390971	0.124110996	0.067326554	1.843418209	0.065267974	0.168984546
EGLN3	Tissue enhanced	skin: 98.0	42.8810421	-1.76309145	0.261564892	-6.740550825	1.58E-11	6.95E-10
MIS18BP1	Mixed		192.5645852	-0.532679704	0.141835567	-3.75561445	0.000172917	0.001292617
NRL	Mixed		29.14236862	0.572374922	0.157032912	3.644936054	0.000267458	0.001868535
RNASE1	Expressed in all		291.2078965	-1.531034498	0.186832042	-8.194710493	2.51E-16	2.72E-14
NEDD8	Expressed in all		691.0114391	0.17327888	0.084702798	2.045727928	0.040783146	0.118144404
DAD1	Expressed in all		1110.360741	-0.054633836	0.080979522	-0.674662361	0.499890303	0.682317982
TEP1	Mixed		278.6900374	-0.340627974	0.107653866	-3.164103484	0.001555615	0.008295612
EPB41L4A	Expressed in all		133.6249619	-0.945369513	0.177792008	-5.31727788	1.05E-07	1.96E-06
CDO1	Tissue enhanced	epididymis: 137.5;liver: 209.9	5961.088854	0.249391792	0.140398381	1.776315303	0.075680962	0.188468007
REEP5	Expressed in all		3069.585999	0.074171697	0.07995297	0.927691581	0.353567577	0.548362888
ITFG1	Expressed in all		1298.050923	-0.10702659	0.093508454	-1.144565927	0.252389014	0.440182142
QRICH2	Tissue enriched	testis: 22.2	26.91702052	0.672919594	0.221316546	3.040529979	0.002361622	0.011771696
FOXJ1	Tissue enriched	fallopian tube: 83.6	4.113254222	-2.774779351	0.535071819	-5.185807312	2.15E-07	3.75E-06
SEC14L1	Expressed in all		320.9121689	0.525031075	0.181571821	2.891588975	0.00383299	0.017659565
RHBDF2	Expressed in all		6.614674635	0.204212895	0.879215285	0.232267226	0.816330466	0.902069264
AANAT	Tissue enhanced	testis: 4.5	0.379771521	-0.270628867	1.035726243	-0.26129382	0.793865932	NA
ARHGEF6	Mixed		167.5683757	-0.323246938	0.142468942	-2.268894077	0.023274768	0.076103875
MAP7D3	Mixed		150.2041558	-0.085793335	0.098703489	-0.86920266	0.384736293	0.579385393
FGF13	Tissue enhanced	parathyroid gland: 108.4	29.12055494	-1.009571262	0.22534851	-4.480044097	7.46E-06	8.53E-05
ASH2L	Expressed in all		307.7167785	0.036249069	0.144551214	0.250769731	0.801992145	0.89416359
TTI2	Mixed		116.8994069	0.091252221	0.112230346	0.813079747	0.416172338	0.60948639
ART1	Tissue enriched	skeletal muscle: 16.4	0.131158687	-1.185110548	2.692033589	-0.440228738	0.659771448	NA
CHRNA10	Tissue enriched	skeletal muscle: 16.6	4.711797294	0.351708125	0.427201796	0.823283347	0.410346881	0.603709511
CDKN1C	Tissue enhanced	placenta: 202.5	122.7958916	-0.727581776	0.198314508	-3.668827782	0.000243665	0.00172268
SGO1	Tissue enhanced	testis: 13.2	9.213174564	0.071803117	0.278491182	0.257829051	0.796538843	0.890476554
RPS4Y1	Mixed		673.8488367	-1.77873489	0.870059033	-2.044384144	0.040915613	0.118404132
VCY1B	Tissue enriched	testis: 27.1	0	NA	NA	NA	NA	NA
VCY	Tissue enriched	testis: 27.1	0	NA	NA	NA	NA	NA
CDY2B	Not detected		0	NA	NA	NA	NA	NA
CDH15	Tissue enriched	skeletal muscle: 13.0	24.82919952	-2.20482648	0.50924499	-4.329598763	1.49E-05	0.000156768
KLF16	Mixed		278.0521691	0.160833353	0.218436658	0.736292866	0.461552487	0.650700915
TMEM8A	Expressed in all		799.8875566	-0.026641316	0.148989032	-0.178813944	0.858083796	0.926071562
DOHH	Mixed		30.05774967	0.344375131	0.312428009	1.102254348	0.27035111	0.460223633
MAU2	Expressed in all		136.7238636	0.325254312	0.258308622	1.259169398	0.207969152	0.386860443
SHC2	Mixed		809.6940884	0.369035417	0.201900024	1.827812648	0.067577674	0.17312174
PLPPR3	Tissue enhanced	bone marrow: 6.1;cerebral cortex: 9.6;fallopian tube: 8.9	0.214376941	-0.417513498	1.362759226	-0.306373636	0.75932018	NA
INS-IGF2	Tissue enhanced	pancreas: 1.6;placenta: 3.3	289.0792729	0.298354828	0.219266374	1.360695771	0.173609852	0.340987063
ABHD17A	Mixed		452.487902	0.183872318	0.183820843	1.000280027	0.31717501	0.511528185
LBP	Group enriched	adipose tissue: 69.3;liver: 264.7	8837.385763	-0.351834293	0.160483882	-2.19233414	0.028355388	0.088954087
SYT5	Tissue enriched	cerebral cortex: 131.4	0.055733252	-0.491309469	3.927966014	-0.125079867	0.900460322	NA
TNNI3	Tissue enriched	heart muscle: 3607.1	0.111217362	-0.426343453	2.230736252	-0.191122304	0.848429774	NA
CBFA2T3	Tissue enhanced	spleen: 18.7	127.8502709	0.823991267	0.192943046	4.270645055	1.95E-05	0.000196193
GAMT	Group enriched	epididymis: 173.0;liver: 158.9;skeletal muscle: 425.6	3275.873155	0.547626814	0.167551405	3.268410761	0.001081533	0.00613271
PUDP	Expressed in all		171.7187449	0.229940261	0.132176928	1.739639921	0.081922265	0.199773799
ERMARD	Expressed in all		292.3440909	0.2323801	0.07661806	3.032967693	0.002421615	0.012020193
PHF10	Expressed in all		720.6899011	0.04002492	0.085542598	0.467894597	0.639859967	0.788594621
PRRG3	Tissue enhanced	cerebral cortex: 8.9	7.51458553	0.838301	0.372332918	2.251482369	0.024355002	0.078961849
GALNT8	Group enriched	cerebral cortex: 19.4;colon: 17.6;duodenum: 8.1;rectum: 40.6;small intestine: 18.9;testis: 26.5	3.316000424	-1.580966953	0.551630165	-2.865990756	0.004157064	0.018883538
KCNA5	Tissue enhanced	heart muscle: 16.1	5.446991372	-0.411328834	0.457358827	-0.899356937	0.368462569	0.563311186
CRACR2A	Mixed		34.69472272	-0.493010579	0.16960012	-2.906899948	0.003650299	0.016965441
NXNL2	Mixed		1.460424838	-2.029854888	0.520635018	-3.898805918	9.67E-05	0.000793655
STARD8	Mixed		230.2096629	0.299625756	0.086278883	3.472758871	0.000515138	0.003261274
FAM155B	Tissue enhanced	heart muscle: 10.8;seminal vesicle: 8.5;thyroid gland: 16.7	5.226344172	-1.186562649	0.275777764	-4.3026045	1.69E-05	0.000174067
GDPD2	Tissue enhanced	skin: 50.8;spleen: 60.0	0.607868371	-2.1757783	0.929364693	-2.341145856	0.019224655	0.065529144
SAT1	Expressed in all		6659.16249	-0.044430489	0.099004864	-0.448770772	0.653597025	0.798644745
GNL3L	Expressed in all		107.6180735	-0.298133528	0.100465611	-2.967518176	0.003002145	0.014415973
SH3BP4	Mixed		588.6158749	-0.408613666	0.117851872	-3.467180104	0.000525949	0.003326336
MOSPD2	Mixed		250.3967469	-0.026611613	0.117430148	-0.226616533	0.820721935	0.904112543
DOCK6	Mixed		122.7235069	-0.278452022	0.181416068	-1.534880705	0.124813134	0.27057157
ECSIT	Expressed in all		400.426971	0.387982329	0.133583443	2.904419279	0.003679351	0.017062235
LDLR	Expressed in all		1165.378317	0.193605687	0.234957029	0.824004657	0.409936912	0.603427328
ELOF1	Expressed in all		316.9446084	0.306572735	0.145348691	2.109222538	0.034925377	0.10487303
TSPAN16	Tissue enriched	testis: 154.0	0.140922324	-0.569076183	2.0001422	-0.284517862	0.776013547	NA
ANGPTL8	Group enriched	adipose tissue: 13.7;liver: 63.8	764.0714109	0.733848772	0.267275089	2.745668429	0.006038776	0.025709467
CNN1	Tissue enhanced	seminal vesicle: 2110.1;smooth muscle: 3106.1	20.36349124	-0.739544106	0.457432258	-1.616729238	0.10593674	0.240215273
CDC16	Expressed in all		619.7475524	-0.092192286	0.086151084	-1.070123343	0.284563793	0.476724309
ZSCAN10	Not detected		0.031850384	0.507603019	3.92884572	0.12919902	0.897200171	NA
THEM6	Expressed in all		546.0881999	0.689877164	0.176406519	3.910723759	9.20E-05	0.000760694
NECTIN2	Expressed in all		1080.060951	-0.254512284	0.127743787	-1.99236527	0.046330995	0.130480536
